1.000000 0.000000 0.000000 88.946676
0.000000 1.000000 0.000000 -37.166237
0.000000 0.000000 1.000000 -25.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 87.823593
0.000000 1.000000 0.000000 -32.037181
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 86.096572
0.000000 1.000000 0.000000 -27.076238
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 83.944072
0.000000 1.000000 0.000000 -22.283597
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 81.459208
0.000000 1.000000 0.000000 -17.654130
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 78.692459
0.000000 1.000000 0.000000 -13.187223
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 75.669577
0.000000 1.000000 0.000000 -8.889463
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 72.399358
0.000000 1.000000 0.000000 -4.776848
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 68.876521
0.000000 1.000000 0.000000 -0.878683
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 65.081642
0.000000 1.000000 0.000000 2.754610
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 60.979076
0.000000 1.000000 0.000000 6.035113
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 60.979076
0.000000 1.000000 0.000000 6.035113
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 55.584461
0.000000 1.000000 0.000000 9.249101
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 49.703475
0.000000 1.000000 0.000000 11.444306
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 43.511044
0.000000 1.000000 0.000000 12.472348
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 42.745450
0.000000 1.000000 0.000000 13.269190
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 48.835140
0.000000 1.000000 0.000000 16.647070
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 53.948115
0.000000 1.000000 0.000000 21.378232
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 53.948115
0.000000 1.000000 0.000000 21.378232
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 57.262149
0.000000 1.000000 0.000000 25.629708
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 60.133233
0.000000 1.000000 0.000000 30.193100
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 62.742320
0.000000 1.000000 0.000000 34.912647
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 65.244525
0.000000 1.000000 0.000000 39.689979
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 65.244525
0.000000 1.000000 0.000000 39.689979
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 69.541224
0.000000 1.000000 0.000000 47.767772
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 69.541224
0.000000 1.000000 0.000000 47.767772
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 73.766098
0.000000 1.000000 0.000000 52.773778
0.000000 0.000000 1.000000 0.000000
0.000000 0.000000 0.000000 1.000000

1.000000 0.000000 0.000000 79.853300
0.000000 1.000000 0.000000 55.158093
0.000000 0.000000 1.000000 0.000000
